icao,ident,lat,lon,heading_true_deg
2SD9,18,45.45560073852539,-99.01010131835938,180
2TA6,01,31.856399536132812,-96.19940185546875,14.7
2TA8,13,26.86440086,-98.228302,133
2TS6,17,32.516998291015625,-96.9271011352539,174.9
2TS8,15,29.225799560546875,-97.87439727783203,155.5
2TS8,33,29.215299606323242,-97.868896484375,229
2TX3,18,29.224199295043945,-100.61699676513672,180
2TX4,17,27.990100860595703,-99.37799835205078,170
2TX4,35,27.977100372314453,-99.37539672851562,270
2VA9,03,38.753700256347656,-77.78910064697266,19.8
2VA9,21,38.76210021972656,-77.7853012084961,263.3
2VG2,NW,38.968092,-77.862177,127
2VG2,SE,38.975166,-77.877653,307
2WN3,09,44.35770034790039,-88.76619720458984,88
2WN3,27,44.358001708984375,-88.75659942626953,270
2WN3,18,44.35919952392578,-88.76129913330078,183
2WN3,36,44.35649871826172,-88.7614974975586,330
2WN5,11,44.007198333740234,-90.0238037109375,105.5
2XA0,17,33.983299255371094,-99.71279907226562,180
2XA0,35,33.974700927734375,-99.71279907226562,338
2XS1,18,30.22599983215332,-98.3019027709961,185.6
2XS1,36,30.213499069213867,-98.30329895019531,308
2XS2,15,28.26910019,-100.1650009,156.4
2XS3,16,32.022499084472656,-95.70279693603516,160
2XS3,34,32.01139831542969,-95.6980972290039,316.9
2XS5,17,30.014400482177734,-98.42610168457031,170
2XS5,35,30.006399154663086,-98.42440032958984,311.1
2XS8,15,29.233600616455078,-99.82599639892578,156.3
2XS8,33,29.225299835205078,-99.8218994140625,344.6
30GA,14,34.46340179,-84.18579865,140
30GA,32,34.45460129,-84.17680359,318.7
30NE,17,40.359317779541016,-98.68579864501953,180
30NE,35,40.35218048095703,-98.68583679199219,360
31VA,02,37.012298583984375,-76.59110260009766,13
31VA,20,37.028099060058594,-76.58670043945312,359.9
31WI,06,43.00419998,-88.60939789,60.4
31WI,24,43.01029968,-88.59470367,201
33VT,2,44.116111755371094,-72.56694030761719,20
33VT,20,44.12055587768555,-72.5647201538086,200
35XA,12,30.835031509399414,-94.94371795654297,119
35XA,30,30.833086013793945,-94.93964385986328,299
36CA,16,36.13639831542969,-119.98600006103516,173.1
36MI,13,42.036598205566406,-83.88359832763672,125
36MI,31,42.02989959716797,-83.87069702148438,305
36MI,7,42.031898498535156,-83.8864974975586,63
36MI,25,42.03710174560547,-83.87259674072266,243
36WI,18,44.03670120239258,-91.29969787597656,180
36WI,36,44.027801513671875,-91.29969787597656,221.3
38XS,14,26.82200050354004,-98.4843978881836,145.9
38XS,32,26.808399200439453,-98.4740982055664,285
39MD,9,38.27483367919922,-76.7271728515625,86
39MD,27,38.27513885498047,-76.72091674804688,266
39TE,08,32.71080017089844,-102.73899841308594,90
39TE,26,32.71080017089844,-102.73100280761719,356
39TE,17,32.72330093383789,-102.73799896240234,180
3AK2,06,61.64099884033203,-149.28900146484375,82
3AK2,24,61.64250183105469,-149.26699829101562,262
3AZ5,07,35.56999969482422,-113.30000305175781,83.5
3GE3,07,34.41059875488281,-83.18890380859375,70
3GE3,25,34.413299560546875,-83.17939758300781,202
3KS2,18,37.06328201293945,-96.99879455566406,178
3KS2,36,37.057655334472656,-96.99862670898438,359
3KS9,17,37.73232650756836,-101.19554138183594,179
3KS9,35,37.721900939941406,-101.19528198242188,359
3LA4,12,29.802629470825195,-92.8088607788086,122
3LA4,30,29.796733856201172,-92.79821014404297,302
3MO4,S,36.454201,-89.628304,176
3MO4,N,36.446899,-89.6278,356
3ND6,9,47.24222183227539,-99.8994140625,97
3ND6,27,47.24191665649414,-99.89583587646484,277
3NE5,11,40.949142,-96.206612,118
3NE5,29,40.945961,-96.198586,298
3OK5,18,34.73189926147461,-97.60540008544922,185.9
3OL8,03,36.872501373291016,-95.15360260009766,34
3OL8,21,36.88309860229492,-95.14469909667969,214
3SC4,08,34.76969909667969,-81.99250030517578,59.9
3TA0,18,30.1019001,-100.4029999,190
3TA0,36,30.09110069,-100.4049988,271
3TA5,01,30.12890053,-98.38459778,10
3TA5,19,30.13809967,-98.38269806,285.6
3TA6,15,29.547000885009766,-100.25599670410156,150
3TS1,02,30.00749969482422,-98.04219818115234,20
42KY,18,36.7806015,-88.22239685,179
42KY,36,36.77230072,-88.22219849,240
42TT,14,30.45802116394043,-95.23367309570312,134
42TT,32,30.453163146972656,-95.22792053222656,314
42XA,15,31.364599227905273,-97.0916976928711,153
42XA,33,31.360000610351562,-97.08889770507812,333
43MI,36,45.856633,-87.117744,210
43MN,15,46.9379997253418,-92.4166030883789,147
43MN,33,46.93000030517578,-92.40889739990234,327
43MT,13,47.994225,-115.754425,145
43MT,31,47.989264,-115.749316,325
43NC,01,36.016700744628906,-80.51689910888672,6
43NC,19,36.024898529052734,-80.51589965820312,212
44SC,2,33.477500915527344,-80.77861022949219,16
44SC,20,33.48638916015625,-80.77555847167969,196
44XA,1,27.832500457763672,-97.77278137207031,11
44XA,19,27.841388702392578,-97.77083587646484,191
45CN,09,37.863399505615234,-120.18399810791016,111
45CN,27,37.859901428222656,-120.1719970703125,291
46CN,07,34.48400115966797,-117.83399963378906,84
46CN,25,34.48540115356445,-117.81900024414062,334.1
47KS,35,38.76779938,-95.27500153,217
47TX,11,26.93630027770996,-97.76799774169922,115.5
47TX,29,26.93160057067871,-97.75700378417969,245
48FA,13W,28.841969,-81.807511,130
48FA,31W,28.834722,-81.797794,310
48XS,13,29.931699752807617,-103.30000305175781,138.2
48XS,31,29.92140007019043,-103.29000091552734,355.3
49IL,09,41.593299865722656,-88.6957015991211,90
49IL,27,41.593299865722656,-88.6875991821289,251
49MT,10,45.60911560058594,-109.1319580078125,114
49MT,28,45.60231399536133,-109.11060333251953,294
4AK6,08,61.639375,-149.294875,90
4AK6,26,61.642502,-149.266998,270
4AR1,09,35.04119873046875,-92.10530090332031,88.9
4AR1,27,35.04130172729492,-92.0968017578125,268.3
4AR2,09,34.90850067138672,-92.01219940185547,92.7
4AR2,27,34.908199310302734,-92.00450134277344,296.8
4FA7,14,28.807310104370117,-82.12364196777344,141
4FA7,32,28.798721313476562,-82.11575317382812,321
4TA0,17,29.36000061,-95.66470337,170
4TA0,35,29.35110092,-95.6631012,221
4TE9,08,29.263099670410156,-99.3573989868164,80
4TE9,26,29.265199661254883,-99.34380340576172,221
4TS8,SE,29.378576,-99.343738,135
4TS8,NW,29.371074,-99.340319,315
4WA0,07,46.94029998779297,-119.74500274658203,90
4WA0,25,46.94029998779297,-119.7300033569336,263.3
4WI4,16,45.577301025390625,-89.74949645996094,161.8
4WI4,34,45.57080078125,-89.74649810791016,224
50TX,13,30.14109992980957,-98.529296875,135.6
50XS,13,29.04789924621582,-100.58899688720703,136.7
50XS,31,29.038700103759766,-100.58000183105469,313.8
54MU,17,40.303842,-95.112711,173
54MU,35,40.297025,-95.111647,353
54XA,18,33.49489974975586,-97.21109771728516,180
54XA,36,33.48830032348633,-97.21109771728516,360
55XS,01,29.16069984436035,-100.41999816894531,16.9
55XS,19,29.172000885009766,-100.41600036621094,337.7
56FD,18,30.970699310302734,-85.06939697265625,180
56FD,36,30.958599090576172,-85.06939697265625,293
56LA,18,32.349998474121094,-93.81780242919922,184.1
56WI,09,44.773399353027344,-89.59850311279297,94.3
56WI,27,44.773101806640625,-89.5927963256836,323
57AZ,01,32.44219971,-111.0080032,21.9
57AZ,19,32.4510994,-110.9980011,265
57FA,17,28.215599060058594,-81.12079620361328,170
57FA,35,28.20170021057129,-81.1177978515625,269
57GA,18,34.867401123046875,-84.393798828125,180
57GA,36,34.8588981628418,-84.393798828125,0
57MT,12,46.20405197143555,-114.0855484008789,141
57MT,30,46.2005500793457,-114.08145904541016,321
57MT,5,46.20050048828125,-114.08699798583984,63
57MT,23,46.20240020751953,-114.08100128173828,243
57XA,12,29.85912,-98.11609,122
57XA,30,29.85754,-98.113159,302
58CL,08,33.19189835,-116.2809982,95.8
58MT,9,46.54472351074219,-111.07527923583984,99
58MT,27,46.543609619140625,-111.0647201538086,279
59AR,9,35.88224,-90.616219,93
59AR,27,35.881927,-90.608795,273
59FD,10,26.32169914,-80.99610138,100
5AL5,18,34.6952018737793,-87.65280151367188,180
5AR1,15,33.716400146484375,-91.46330261230469,154.6
5AZ3,08,33.21279907,-111.625,92.5
5AZ3,26,33.21220016,-111.6090012,224
5CA7,16,36.34000015258789,-120.24700164794922,175.3
5CA7,34,36.33190155029297,-120.24700164794922,217
5CL8,16,35.18040084838867,-118.9280014038086,174
5CL8,34,35.17300033569336,-118.927001953125,354
5FL7,22,28.981000900268555,-82.36150360107422,203
5KY4,13,36.805599212646484,-87.17970275878906,137
5KY4,31,36.79970169067383,-87.17310333251953,317
5KY5,18,36.8667984,-87.79019928,181.1
5LL7,E,42.21044921875,-88.5237808227539,90
5LL7,W,42.21050262451172,-88.5163345336914,270
5MO6,18,40.130428,-92.291131,180
5MO6,36,40.126472,-92.291125,360
5MS1,17,32.95930099487305,-90.84590148925781,180
5MS5,03,30.53919983,-89.46679688,30
5NC3,13,35.343266,-79.440174,131
5NC3,31,35.339774,-79.433669,300
5TE0,15,28.635000228881836,-100.16200256347656,156.7
5TE0,33,28.6210994720459,-100.15599822998047,270
5TE4,01,36.50279998779297,-102.39399719238281,18.3
5WA8,06,47.041900634765625,-124.15299987792969,79
60OA,9,41.40089797973633,-80.5838623046875,90
60OA,27,41.40087127685547,-80.57329559326172,270
60TE,16,30.137399673461914,-99.15190124511719,160
60TE,34,30.12969970703125,-99.14869689941406,288
62FL,09,27.84440040588379,-81.4447021484375,90
62FL,27,27.84440040588379,-81.43479919433594,251
63NY,18,43.26539993,-78.96679688,165.4
63NY,36,43.25690079,-78.96379852,292.9
63XS,17,30.22960090637207,-98.28980255126953,170
63XS,35,30.2185001373291,-98.2874984741211,318
65LA,02,29.861900329589844,-90.0239028930664,21.2
65LA,20,29.8700008392334,-90.02030181884766,344.3
65MS,18,34.56700134277344,-89.88410186767578,180
65MS,36,34.562400817871094,-89.88410186767578,360
65XA,2,30.901422,-94.696739,20
65XA,20,30.905725,-94.694931,200
67CA,09,37.07379913330078,-120.38300323486328,105
67MU,10,39.454498291015625,-91.40070343017578,95
67MU,28,39.453800201416016,-91.39109802246094,275
68CA,15,40.3651008605957,-122.21700286865234,166.5
68IS,09,42.14860153,-88.56749725,90
69TX,14,28.5883007,-96.85890198,140
69WT,15W,47.40167999267578,-122.44677734375,165
69WT,33W,47.39051055908203,-122.44225311279297,345
69WT,4W,47.39521026611328,-122.46112823486328,59
69WT,22W,47.40319061279297,-122.44164276123047,239
6AR8,09,35.3302001953125,-94.04429626464844,97.1
6AR8,27,35.32979965209961,-94.03959655761719,277.1
6AR8,18,35.33340072631836,-94.04149627685547,185.8
6AR8,36,35.32659912109375,-94.04239654541016,5.8
6AR9,09,36.41550064086914,-92.69950103759766,92.1
6AR9,27,36.41510009765625,-92.68939971923828,202.7
6FL3,01,26.931900024414062,-81.56809997558594,10
6FL8,36,29.583999633789062,-82.87120056152344,327
6MN0,18,47.06060028076172,-95.42269897460938,182.7
6MN0,36,47.050498962402344,-95.42340087890625,254.3
6MT4,11W,48.04106903076172,-115.09307098388672,123
6MT4,29W,48.02329635620117,-115.05180358886719,303
6MU5,1,39.361889,-93.778861,11
6MU5,19,39.366744,-93.777675,191
6NC1,03,35.58810043334961,-81.08200073242188,31
6NC1,21,35.59519958496094,-81.07689666748047,234
6TE6,01,33.63430023,-100.348999,10
6TE6,19,33.64810181,-100.3460007,298
6TE8,17,33.1775016784668,-100.197998046875,180
6TE8,35,33.16669845581055,-100.197998046875,0
71TE,18,30.382699966430664,-98.37560272216797,185.9
72CL,17,34.138301849365234,-115.11900329589844,183.1
72MI,09,46.28630065917969,-89.28739929199219,94
72MI,27,46.285400390625,-89.2677001953125,274
72TE,15,28.88549995,-99.99459839,150
72XA,15,29.489456176757812,-96.04324340820312,149
72XA,33,29.483808517456055,-96.0393295288086,329
73AR,18,35.05400085449219,-92.05339813232422,182.9
73AZ,06,35.20000076293945,-113.36900329589844,72.7
73FD,18,29.51810073852539,-82.87480163574219,180
73FD,36,29.507400512695312,-82.87480163574219,0
73MD,18,39.1781005859375,-76.24250030517578,180
73MD,36,39.17250061035156,-76.24250030517578,360
73OH,09,41.64619827270508,-81.01589965820312,81.6
74TE,18,32.067100524902344,-97.7947006225586,180
75FL,09,30.10250092,-85.46859741,90
75TA,16,32.540401458740234,-101.72799682617188,160
75TX,14,29.505300521850586,-100.37000274658203,154
75XA,14,30.538789749145508,-95.08704376220703,136
75XA,32,30.532880783081055,-95.08036804199219,316
76TA,03,35.39759827,-102.810997,30
77NC,17,34.15700149536133,-78.10659790039062,170
77XS,06,29.28440094,-95.36499786,60
77XS,15,29.289199829101562,-95.36109924316406,150
79KY,09,37.871700286865234,-84.62000274658203,93.6
7AR0,07,36.43050003051758,-93.70269775390625,71.8
7AR1,09,33.05009841918945,-91.34490203857422,91.3
7AR2,18,35.55939865112305,-92.13179779052734,186.8
7AR8,18,34.66939926147461,-91.17649841308594,182
7AR8,36,34.66080093383789,-91.17680358886719,2
7CA2,16,35.18040084838867,-118.9280014038086,174.3
7CA2,34,35.17300033569336,-118.927001953125,275
7CO0,08,40.07170104980469,-105.04100036621094,90.7
7FL6,06,29.07659912109375,-81.05149841308594,50
7MN8,18,48.074798583984375,-96.27850341796875,183.6
7NC2,17,36.258201599121094,-75.78949737548828,170
7NC5,04,35.92913,-78.246325,40
7NC5,22,35.933812,-78.243221,220
7TE2,12,27.10890007019043,-98.21080017089844,125
7TE2,30,27.102500915527344,-98.20059967041016,296
7TE6,17,29.204700469970703,-96.5552978515625,170
7TE6,35,29.19580078125,-96.55349731445312,343.4
7TE7,09,26.384700775146484,-98.34809875488281,100
7TE7,27,26.382200241088867,-98.33309936523438,276.1
7TE7,13,26.393800735473633,-98.34210205078125,145
7TE7,31,26.382200241088867,-98.33309936523438,237.7
7TE7,18,26.39620018005371,-98.34410095214844,178
7TE7,36,26.382400512695312,-98.34349822998047,216.6
7TX0,17,33.83340073,-98.57279968,180
7TX0,35,33.82300186,-98.57279968,360
7TX5,06,32.2156982421875,-102.16400146484375,67.8
7TX5,24,32.21989822387695,-102.1520004272461,270
7TX5,17,32.222599029541016,-102.16000366210938,177.8
7TX5,35,32.20589828491211,-102.15899658203125,8
7WI6,06,43.46969985961914,-89.36100006103516,61
7WI6,24,43.47129821777344,-89.35700225830078,197.7
7XS7,15,30.118900299072266,-98.93319702148438,155.9
7XS7,33,30.110599517822266,-98.92900085449219,312
80FD,14,27.11829948425293,-80.63809967041016,140
80FD,32,27.108600616455078,-80.62889862060547,233.2
80XA,3,32.48589324951172,-95.95556640625,29
80XA,21,32.48914337158203,-95.95346069335938,209
81NM,17,33.35329818725586,-105.18000030517578,179.6
81NM,35,33.33679962158203,-105.18000030517578,236.5
82IS,13,42.14609909,-88.40699768,134.1
82IS,31,42.14009857,-88.3986969,193
83FL,12,30.621000289916992,-81.53800201416016,120
83FL,30,30.61669921875,-81.52940368652344,324
83TX,17R,30.64419937133789,-96.48560333251953,180
83TX,35L,30.625,-96.48560333251953,286
85TX,S,30.082899,-97.965599,180
85TX,N,30.0725,-97.965599,360
87MO,18,38.700199127197266,-94.25779724121094,182.3
87MO,36,38.69200134277344,-94.2582015991211,259
88NV,5L,40.751926,-119.231664,60
88NV,23R,40.761096,-119.212907,240
88NV,5R,40.754679,-119.219112,60
88NV,23L,40.763046,-119.200192,240
88WS,9,42.9310188293457,-89.62642669677734,92
88WS,27,42.93093490600586,-89.6230697631836,272
88XA,18,33.34033203125,-96.480224609375,180
88XA,36,33.334556579589844,-96.480224609375,360
89NY,06,44.312801361083984,-75.90579986572266,48
89NY,24,44.320701599121094,-75.89350128173828,0.2
89TS,18,31.574199676513672,-95.7667007446289,180
89TS,36,31.55970001220703,-95.7667007446289,253
8AR1,13,36.4911994934082,-92.64430236816406,135.6
8AR1,31,36.487701416015625,-92.64009857177734,322
8CA8,17,38.07210159301758,-121.20700073242188,181
8CA8,35,38.062599182128906,-121.20800018310547,197
8FA1,9,30.052900314331055,-82.24490356445312,89
8FA1,27,30.05299949645996,-82.23860168457031,269
8GA1,06,33.42129898071289,-85.16169738769531,57
8GA1,24,33.42129898071289,-85.16169738769531,237
8IA8,12,41.452972412109375,-91.61822509765625,124
8IA8,30,41.454383850097656,-91.61640167236328,304
8NC8,14,36.06330108642578,-78.78700256347656,136.7
8NC8,32,36.05690002441406,-78.77960205078125,271
8TA0,11,29.137699127197266,-98.28240203857422,110
8TA0,29,29.133899688720703,-98.27040100097656,270.2
8TE4,07,28.81399917602539,-99.76270294189453,76.2
8TE4,25,28.81599998474121,-99.75360107421875,8
8TS9,13,28.144399642944336,-99.57610321044922,130
8TS9,31,28.13559913635254,-99.56439971923828,300
8WY6,17,43.93190002441406,-107.29750061035156,162
8WY6,35,43.92219924926758,-107.29170227050781,342
8XS8,08,33.583900451660156,-102.052001953125,85
8XS8,26,33.58539962768555,-102.03099822998047,222
8XS8,17L,33.5989990234375,-102.03800201416016,179
8XS8,17R,33.61320114135742,-102.04199981689453,180
8XS8,35L,33.58430099487305,-102.04199981689453,360
90TT,12,29.6855,-97.258139,120
90TT,30,29.68,-97.247222,300
91TS,15,29.372400283813477,-95.34239959716797,150
91TS,33,29.36479949951172,-95.33740234375,255
91TX,15,28.40139961,-98.36569977,150
91TX,33,28.39249992,-98.35990143,9
92CA,14,36.12110137939453,-119.89299774169922,155
92XS,14,26.48189926147461,-97.69029998779297,140
92XS,32,26.475799560546875,-97.68419647216797,316.1
93AZ,08,32.224724,-110.012401,90
93AZ,26,32.224677,-109.999998,270
93KS,2,39.7765007019043,-96.08540344238281,7
93KS,20,39.78350067138672,-96.08419799804688,187
93MS,18,33.97589874,-90.76809692,180
93MS,36,33.96720123,-90.76820374,257
93XA,18,33.51292419433594,-98.12019348144531,180
93XA,36,33.50625991821289,-98.12022399902344,360
94FL,09,26.73279953,-81.90219879,90
94FL,27,26.73279953,-81.89240265,259.5
94TX,17,31.442800521850586,-99.31670379638672,170
94TX,35,31.4325008392334,-99.3145980834961,314.9
95FA,1,30.39859962463379,-82.95680236816406,5
95FA,19,30.40369987487793,-82.9561996459961,185
96OR,12,45.10530090332031,-118.822998046875,136
96OR,30,45.09579849243164,-118.81099700927734,7
97MT,02,48.07109832763672,-114.68000030517578,36
97MT,20,48.0786018371582,-114.6719970703125,303
98TS,2,31.555578,-98.424581,26
98TS,20,31.562994,-98.420369,206
99CL,04,34.623600006103516,-117.6050033569336,60.1
99CL,22,34.62860107421875,-117.59500122070312,197.4
99CL,07,34.623600006103516,-117.6050033569336,90
99CL,25,34.623600006103516,-117.59500122070312,226
99CL,16,34.62860107421875,-117.59500122070312,178.7
99CL,34,34.61859893798828,-117.59400177001953,271
9CA7,07,36.766700744628906,-119.44100189208984,78.2
9CA7,25,36.7682991027832,-119.43099975585938,201
9CL2,07,36.87110137939453,-121.34200286865234,84.2
9CL2,25,36.87189865112305,-121.33200073242188,359.3
9FA5,18,29.193333,-82.032639,180
9FA5,36,29.188517,-82.032639,0
9IS0,09,40.5432014465332,-91.33679962158203,90.7
9IS0,27,40.542999267578125,-91.32460021972656,208.4
9IS2,18,40.48649978637695,-88.2676010131836,180
9IS2,36,40.47779846191406,-88.2676010131836,360
9KY9,13,37.74829865,-82.78340149,124
9KY9,31,37.74359894,-82.77469635,360
9NC0,01,35.792701721191406,-78.43990325927734,8
9NC0,19,35.800899505615234,-78.43820190429688,213
9NR0,17,36.220001220703125,-79.17720031738281,180
9NR0,35,36.21609878540039,-79.17720031738281,0
9OA5,01,39.95790100097656,-82.54090118408203,3
9OA5,19,39.96549987792969,-82.54039764404297,183
9OI5,16,40.312400817871094,-83.54450225830078,154.1
9OI5,34,40.30379867553711,-83.53900146484375,260
9SD9,17,43.8114013671875,-96.71009826660156,170
9SD9,35,43.80189895629883,-96.70780181884766,267.8
9TN2,01,36.16130065917969,-88.20580291748047,10
9TN2,19,36.166500091552734,-88.20469665527344,1
9TX5,10,29.74570084,-98.54239655,104.3
9TX5,28,29.7432003,-98.53140259,316.6
9WN1,18,44.11029815673828,-88.68389892578125,180
9WN1,36,44.100799560546875,-88.68389892578125,1.9
9WN2,04,45.96310043334961,-92.15059661865234,40.5
9WN2,22,45.970298767089844,-92.1417007446289,272.5
AGGH,06,-9.431739807128906,160.0449981689453,68
